gene_id,log2fc,pvalue,padj
200047_s_at,2.0143584763187925,0.06649364433244184,0.948600772564969
200048_s_at,-0.7587577016347944,0.14384406782434195,0.948600772564969
200049_at,-0.2875111395012784,0.8405546297826726,0.9863214174385391
200050_at,1.8225503478499607,0.1587311320691032,0.948600772564969
200051_at,-0.49641891987555886,0.7386437298538044,0.9800884488540516
200052_s_at,-1.5131043189122846,0.2101046804792822,0.948600772564969
200053_at,-0.5280048899452194,0.4571023762773181,0.9492873982730167
200054_at,1.422113770332318,0.46015287322629705,0.9492873982730167
200055_at,0.1293829081504734,0.8438328194090008,0.9863214174385391
200056_s_at,-1.766608526794916,0.2653716196620572,0.948600772564969
200057_s_at,-0.2764574812662274,0.5608203086048971,0.9536485282787707
200058_s_at,2.1770644227207194,0.22860575638822778,0.948600772564969
200059_s_at,-0.6963061848900575,0.04875349075293999,0.948600772564969
200060_s_at,1.8908933268868524,0.15035951356725244,0.948600772564969
200061_s_at,0.36636667499512265,0.4992903969430773,0.9507607348027063
200062_s_at,-0.9400775626286375,0.5815686323191026,0.9539403247885356
200063_s_at,0.1648142158706969,0.6767341609431279,0.967205862770452
200064_at,-2.300381287604899,0.19544240292473855,0.948600772564969
200065_s_at,-0.39148602805318194,0.510936939834689,0.9520300649608303
200066_at,-1.2757493240887652,0.328910571136985,0.948600772564969
200067_x_at,-0.5936588218328374,0.6529049168960549,0.9641006574146568
200068_s_at,-0.5703708583207011,0.34214714896489634,0.948600772564969
200069_at,0.8017187708330986,0.5215578403641167,0.9520300649608303
200070_at,2.3906749724988354,0.05619985778963979,0.948600772564969
200071_at,-1.1296452641095327,0.3829728186423944,0.948600772564969
200072_s_at,-2.6055189194901303,0.034730215153465686,0.948600772564969
200073_s_at,1.580042603020028,0.18459733828475636,0.948600772564969
200074_s_at,-0.3073193925804667,0.6959339062760312,0.9710816554469074
200075_s_at,-0.9272241219960673,0.5025413892799866,0.9511487543262317
200077_s_at,0.942637982733919,0.08171126931323508,0.948600772564969
200078_s_at,-0.9152691035008877,0.13748988495487796,0.948600772564969
200079_s_at,-0.28377010001390235,0.6747058411613134,0.967205862770452
200080_s_at,-0.1265662026740113,0.9154785136111843,0.9948339923123117
200081_s_at,-1.248257364861617,0.3132973636970343,0.948600772564969
200082_s_at,-0.5040796548787128,0.6743085018858344,0.967205862770452
200083_at,0.12686391410432235,0.8622788082945707,0.9882965670313525
200084_at,0.2823130109310454,0.46086386907032373,0.9492873982730167
200085_s_at,-0.019992506462155044,0.9745996540704355,0.9991574919666397
200086_s_at,-0.3152743963633362,0.8683479430710876,0.9889598526581856
200087_s_at,0.20845948800813247,0.6696581564833424,0.9664030376198399
200088_x_at,-2.636116718682915,0.13929517669208002,0.948600772564969
200089_s_at,0.8342198054538803,0.5572139560926173,0.9536278553536589
200090_at,1.7439285174402275,0.21457138153222527,0.948600772564969
200091_s_at,1.6127194983053115,0.1649480739489764,0.948600772564969
200092_s_at,0.039844866117023425,0.9834695287383063,0.9991574919666397
200093_s_at,-1.374701225169023,0.2369690616141812,0.948600772564969
200094_s_at,-0.7360900435010833,0.6987698202902474,0.9713963282835869
200095_x_at,-0.716351229138673,0.7486689187152326,0.9802538072351659
200096_s_at,-1.207346135012295,0.3188585458505563,0.948600772564969
200097_s_at,0.13971582236621738,0.7399029950554943,0.9802538072351659
200098_s_at,0.16064690917174967,0.7996154620622571,0.9852925164714244
200099_s_at,-0.6396464357551472,0.5938583457005304,0.9553503121202062
1007_s_at,-0.041152374628995625,0.9752793707800926,0.9991574919666397
117_at,-0.9057802438407616,0.5701813810776581,0.9539403247885356
121_at,0.9668713073778091,0.507974694386359,0.951692531727138
1294_at,1.4439710218206983,0.45479793055453,0.9492873982730167
1405_i_at,0.7715772199825355,0.5306326445839931,0.9520300649608303
1438_at,-0.8213351298054627,0.537120059291363,0.9520300649608303
1494_f_at,0.26980715203995115,0.41974147339360235,0.9488219476108902
1598_g_at,-0.5872529549037817,0.6524149356996352,0.9641006574146568
160020_at,-2.886547037665056,0.100806790484101,0.948600772564969
1729_at,0.4164300301460368,0.49033682879955853,0.9492873982730167
1773_at,-3.122629330053363,0.07548200378665743,0.948600772564969
179_at,-1.0901299521173438,0.4497947413520542,0.9492873982730167
1861_at,-0.930850058257498,0.6256844419169818,0.9605785953242776
2028_s_at,-1.3774981870524137,0.31214328569582683,0.948600772564969
243_g_at,-0.680648787038789,0.2629962575969978,0.948600772564969
266_s_at,-0.04893368360771133,0.9671448114184008,0.9989068194686691
31637_s_at,0.9054893190633048,0.43482358358482776,0.9492873982730167
31807_at,-0.45954223816765716,0.5185406048399539,0.9520300649608303
31837_at,-1.0482779024584599,0.32273007667865156,0.948600772564969
31845_at,0.7237974116050228,0.5436304449033069,0.952280680643977
31846_at,0.8076972148927217,0.5235620358166142,0.9520300649608303
31874_at,1.2782121765693004,0.2624763759460921,0.948600772564969
32032_at,0.6463834219034563,0.1392481125497697,0.948600772564969
32062_at,0.08621095323618738,0.8754593104202675,0.9901023233115912
32069_at,1.364534224206741,0.2953037349786769,0.948600772564969
32091_at,0.6264389949790198,0.16926975587494433,0.948600772564969
32094_at,-1.5888597849734682,0.27781216941331527,0.948600772564969
32099_at,-0.41845910468367253,0.7739234338283196,0.9828229625953535
320_at,-1.0056082166757,0.07219321904909447,0.948600772564969
32137_at,0.992469486776054,0.056941229252458446,0.948600772564969
32259_at,0.9619363572376916,0.4426586657256173,0.9492873982730167
32402_s_at,-0.14134843432984218,0.8265906302700597,0.9863214174385391
32502_at,0.7167415463756763,0.5638546685572691,0.9536485282787707
32625_at,2.0255209233362925,0.265007368249204,0.948600772564969
32699_s_at,0.15651525817413825,0.9229317979499557,0.9949180320684236
32811_at,-1.7852415114497613,0.11100503996486207,0.948600772564969
32836_at,-1.7038196444833202,0.24335195672504367,0.948600772564969
32837_at,-0.12421906465441078,0.9489975224620799,0.9982782523689985
33132_at,-0.09708357475323026,0.8213467253275897,0.985633338347391
33197_at,0.6903711727647213,0.5675990631523888,0.9538389061153502
33304_at,1.4430805285914587,0.5326190603186504,0.9520300649608303
33307_at,0.6809056961233123,0.3242885700521475,0.948600772564969
33322_i_at,2.450196994286466,0.2691311947105929,0.948600772564969
33323_r_at,0.9852500188844878,0.6127735693212395,0.9584244235738804
33494_at,0.8186688294667874,0.5007562130300172,0.9507607348027063
33579_i_at,0.6770450485472337,0.6993423315754367,0.9715400274057306
33646_g_at,0.21865769820006142,0.8895536253999006,0.991390464226951
33736_at,0.5209015205246074,0.34235246086049315,0.948600772564969
33768_at,-0.19746359467370433,0.6797945845275337,0.9681161856958914
33850_at,-0.6716500563185128,0.15475659110662024,0.948600772564969
34031_i_at,1.3435095155774976,0.45416332920810165,0.9492873982730167
34063_at,-0.8079534757454584,0.5390684416204652,0.9520300649608303
34206_at,0.06820974132045782,0.9283921477027874,0.9949180320684236
34210_at,0.5517959478536173,0.4421730845584213,0.9492873982730167
34221_at,0.44323429738864534,0.8157951190586152,0.9856142682651798
34260_at,-0.16075758074752344,0.911599345507927,0.9937800562379958
34406_at,0.6963168351565939,0.1517367496445938,0.948600772564969
34408_at,-0.07525551317141943,0.8948896381256709,0.9919384007403073
34478_at,-1.5926501399863962,0.02255401070329212,0.948600772564969
34689_at,-0.20029777592310943,0.8870476469966967,0.9912338460026431
34726_at,0.00886806129879536,0.9946296680243931,0.9994739349421957
34764_at,-0.11780337704690025,0.8089368762345649,0.9856142682651798
34846_at,-0.8368241734161597,0.5196289029453927,0.9520300649608303
34858_at,0.8021242928181346,0.08712964761442062,0.948600772564969
34868_at,0.3462924580560855,0.5835858216745984,0.9539403247885356
35147_at,1.8945360603860548,0.15053921297965364,0.948600772564969
35148_at,-0.08702906179305336,0.9690116703087686,0.9989068194686691
35150_at,0.9929740125690246,0.5448671098127298,0.952280680643977
35156_at,0.07949999228538063,0.8485208830552247,0.9863536067335144
35160_at,-0.393606033366938,0.571877255888046,0.9539403247885356
35179_at,-0.8021596761046812,0.5312410915877573,0.9520300649608303
35201_at,0.10192421921998232,0.9572066980664644,0.9986277462677201
35265_at,1.6682927366917477,0.32927066145090644,0.948600772564969
35436_at,1.043809810845854,0.5573867466034126,0.9536278553536589
35626_at,-0.6939949410868735,0.14455580912848595,0.948600772564969
35666_at,1.5514882236026546,0.2268901503113268,0.948600772564969
35671_at,-0.3549477230554504,0.4364932134888735,0.9492873982730167
35776_at,0.16820208404251136,0.8974792654435109,0.9919384007403073
35820_at,2.475795953645264,0.26402042440282364,0.948600772564969
36019_at,-2.9765036499625923,0.08245961626346582,0.948600772564969
36030_at,0.28424998256951617,0.8110812564128891,0.9856142682651798
36084_at,-1.305472322910013,0.3517971406548251,0.948600772564969
36129_at,0.38724988512589276,0.25202490404325983,0.948600772564969
36499_at,-0.6016910603807641,0.6623032287848507,0.965762671693096
36545_s_at,0.8977483176792628,0.057916447590511316,0.948600772564969
36553_at,-0.44153218811946826,0.7696389737300391,0.98259888037757
36554_at,-2.105698976490856,0.36554345951698775,0.948600772564969
36564_at,0.5426238268717061,0.7057630208467311,0.9737376728124257
36711_at,1.6223762776342587,0.2166956698374202,0.948600772564969
36829_at,0.3290452882955902,0.7903087257755497,0.9834539688548674
36830_at,-1.2614577806086653,0.3136823928812496,0.948600772564969
36936_at,0.41127467372361326,0.8320307331327523,0.9863214174385391
36994_at,-0.31283613164507595,0.8697688857632024,0.9889599272127936
37005_at,0.21575457587028635,0.9089930511171372,0.9934029221043947
37012_at,1.975402989449731,0.12333807165063368,0.948600772564969
37022_at,1.8564843243628943,0.30478606261999475,0.948600772564969
37028_at,0.17616770626936457,0.9257750515125621,0.9949180320684236
37079_at,0.17060757090179318,0.7699526951533999,0.98259888037757
37117_at,0.2475773028647154,0.8620533763192748,0.9882965670313525
37145_at,-1.7708554792569915,0.1847098271755234,0.948600772564969
37152_at,1.6132915596292308,0.23923119184493977,0.948600772564969
37170_at,-0.7085534502784936,0.672112018146714,0.9668531230352735
37201_at,1.7119430738319505,0.17047686221428054,0.948600772564969
37254_at,-0.26796255408662,0.8552425047214992,0.9870552060044544
37384_at,0.2680664506272597,0.5865265102247192,0.954557600297939
37408_at,-0.04995264187329118,0.9676094251111546,0.9989068194686691
37462_i_at,0.5640262112143711,0.19099050576362614,0.948600772564969
37547_at,0.11166267086177706,0.787444590783753,0.9828444795140111
37590_g_at,0.7705672253909408,0.5245492047336688,0.9520300649608303
37652_at,2.8753198029482494,0.1120695267078353,0.948600772564969
37793_r_at,-1.5473187124438974,0.1907340332487217,0.948600772564969
37796_at,0.7110392114161153,0.55954308595181,0.9536485282787707
37860_at,0.9703562048098285,0.434557855923387,0.9492873982730167
37892_at,-0.35665917348444126,0.40068983118047186,0.948600772564969
37950_at,-2.5567279311546196,0.16361668855151987,0.948600772564969
37965_at,-1.357423623283736,0.009317250931689933,0.948600772564969
37966_at,-1.3638227308921735,0.23410873122639814,0.948600772564969
37996_s_at,-0.07647684328711563,0.8968322956310444,0.9919384007403073
38043_at,0.5920365902352063,0.2745190168760125,0.948600772564969
38069_at,0.07802975768989617,0.9581564068884164,0.9986277462677201
38149_at,0.9935235818875856,0.6052704975572468,0.9577311164248332
38158_at,-1.2216398055394186,0.3783498947549926,0.948600772564969
38241_at,-1.2049012631790947,0.41316659953639234,0.9488219476108902
38269_at,1.244750594520663,0.2696926616691936,0.948600772564969
38340_at,1.528796282833894,0.25847495786766556,0.948600772564969
38447_at,1.2029740044753066,0.4788532559780162,0.9492873982730167
38487_at,0.9111407205824922,0.46774494982342973,0.9492873982730167
38671_at,-0.41184682464386246,0.4325655981017943,0.9488219476108902
38691_s_at,-0.5350816292174435,0.7268803288112313,0.9766197352104863
38703_at,0.9187641708627754,0.4240071913755551,0.9488219476108902
38707_r_at,-2.0594093908397695,0.2825774116483498,0.948600772564969
38710_at,-0.6736689757470915,0.6562378457265008,0.9644065294737315
38766_at,1.1196574372512376,0.35526689885597496,0.948600772564969
38892_at,0.1482147141447891,0.8133527574187307,0.9856142682651798
38918_at,-0.2325361942453374,0.8706097373223785,0.9892931797138009
38964_r_at,1.3602257918638951,0.48750501049619177,0.9492873982730167
39248_at,2.3611302754387933,0.18432977141517615,0.948600772564969
39249_at,1.0641989585921603,0.4593847821311443,0.9492873982730167
39313_at,-0.06953922409164515,0.8857695944090334,0.9909614045898892
39582_at,0.766675881444735,0.22080668568694203,0.948600772564969
39650_s_at,0.8519606195226419,0.13201641193366784,0.948600772564969
396_f_at,0.06696369984189698,0.9678078911543949,0.9989068194686691
39705_at,-0.4221793259437332,0.41439638354233566,0.9488219476108902
39729_at,0.265034446109751,0.7109008252926501,0.9744640627803007
39817_s_at,-1.7866263600290129,0.0016346855548918786,0.948600772564969
39854_r_at,-0.7793843175314472,0.601581925130215,0.9570404618580319
40016_g_at,1.987315515699985,0.13631260277733173,0.948600772564969
40093_at,0.23919115821664289,0.756277277357812,0.9816472368912093
40189_at,-0.3430860324262059,0.394873023087541,0.948600772564969
40225_at,0.7932253685440352,0.03496828183606894,0.948600772564969
40273_at,-0.21036068928748253,0.6458044362842996,0.9636776540248346
40284_at,0.23100682508547396,0.6986245370286219,0.9713388223668525
40359_at,-0.2751621776288077,0.9044032548206324,0.9926343235396763
40420_at,1.2873821778438055,0.2686994986858885,0.948600772564969
40446_at,0.7339596083831403,0.5424612894805904,0.9522613059641042
40465_at,0.6902258660313808,0.5782720145900228,0.9539403247885356
40472_at,0.34933919657113477,0.8543629814764953,0.9870552060044544
40489_at,0.03080335007086088,0.9822631264823352,0.9991574919666397
40560_at,0.09346919980851842,0.9407910593778759,0.9960203448229149
40562_at,0.8704807437773543,0.4515822328100807,0.9492873982730167
40569_at,0.5857730277339565,0.23109669750001072,0.948600772564969
40687_at,-1.4072196034354978,0.012742505330809454,0.948600772564969
40837_at,1.8941997803581314,0.12967087528718563,0.948600772564969
40850_at,0.37656204691747786,0.5562699626887009,0.9530491021916705
41037_at,-0.7644600920725138,0.5540202793001795,0.9525548410798116
41047_at,0.42920332332012734,0.8222064606211691,0.985633338347391
41160_at,0.05420101134255817,0.9660777139463348,0.9988891300682974
41220_at,0.6873879980730053,0.5990429460086337,0.9570404618580319
41329_at,-0.15130799896373626,0.9151187977333892,0.9948263414896507
41386_i_at,0.07187735867618261,0.9698220213693902,0.9989068194686691
41387_r_at,-0.441259198386995,0.8082299801733616,0.9856142682651798
41469_at,1.0313554257601139,0.45332437006880555,0.9492873982730167
41644_at,1.3030948889722094,0.2773277622434172,0.948600772564969
41657_at,-0.18319848317271636,0.8217992078842136,0.985633338347391
41660_at,0.29831882934138554,0.6484386853896931,0.9641006574146568
41856_at,-0.7265897865253579,0.6007733610075832,0.9570404618580319
41858_at,0.8915505836320065,0.45578977662466313,0.9492873982730167
564_at,1.0413835574456125,0.3650290116733369,0.948600772564969
632_at,-2.3188990975256307,0.08578319988578673,0.948600772564969
823_at,0.3381844311306217,0.8162022379981501,0.9856142682651798
43427_at,1.2890765992552775,0.3061261381365323,0.948600772564969
43544_at,1.10758694992265,0.32105212412295475,0.948600772564969
43934_at,-2.7970478677820707,0.12532643098987314,0.948600772564969
43977_at,-0.5036492000850382,0.7289801385263437,0.9776274734451842
44111_at,0.9237186377874802,0.08428352682805512,0.948600772564969
44120_at,-1.0049054078281872,0.006903463178284629,0.948600772564969
44146_at,1.272775388704056,0.037230202414301396,0.948600772564969
44563_at,-0.07168304004985898,0.8788533169575348,0.9901023233115912
44654_at,0.08073785910765408,0.8433686627556904,0.9863214174385391
44669_at,-1.300397995022736,0.34512088931690066,0.948600772564969
44673_at,-1.4165156497158884,0.46191935474899815,0.9492873982730167
44696_at,0.6567937606520535,0.6047347190438,0.9574918640132626
44702_at,-0.05036008784216445,0.9790299696519541,0.9991574919666397
44783_s_at,-0.6196837884051497,0.27401433919679186,0.948600772564969
44790_s_at,-0.9448815486870341,0.10791452189690838,0.948600772564969
44822_s_at,0.2859021800812381,0.41758696939603046,0.9488219476108902
45288_at,0.09963979762255248,0.8867892122186611,0.9912338460026431
45297_at,-0.8188609808366754,0.1861337648363654,0.948600772564969
45526_g_at,-0.22141716185366567,0.6127167266770952,0.9584244235738804
45572_s_at,1.4337109016914558,0.19614439908332928,0.948600772564969
45653_at,0.3107469922986199,0.793938530857725,0.9841478935310837
45687_at,0.36819921584569004,0.4144712873548304,0.9488219476108902
45714_at,0.18813025559527238,0.7137302307347627,0.9746512385354918
45749_at,-0.7719659362119223,0.6825749975812158,0.9681161856958914
45828_at,-0.35914245936800326,0.4748817633514567,0.9492873982730167
46167_at,0.7695193683991562,0.06968276499244115,0.948600772564969
46256_at,1.4761124332751567,0.20555332237981433,0.948600772564969
46270_at,0.9746378027225259,0.4584018648339012,0.9492873982730167
46323_at,0.13782243777257597,0.7983779822225825,0.9850446587076757
46665_at,0.44686551483535925,0.3513618925827917,0.948600772564969
47069_at,0.9862405427998813,0.39842232906612685,0.948600772564969
47083_at,-0.9720700454546036,0.48677362325903417,0.9492873982730167
47553_at,-1.0714213016594472,0.4201724882884198,0.9488219476108902
47560_at,0.7119585772193546,0.5891818888747,0.9553503121202062
47571_at,-0.05830451064393638,0.9026129835614284,0.9926343235396763
47608_at,0.9307027014386935,0.42595145152563285,0.9488219476108902
47773_at,-1.5215604002825724,0.20748266627956258,0.948600772564969
48030_i_at,1.1282653899723236,0.54162287681977,0.9521065790029976
48031_r_at,0.9636887196765628,0.4221548084444563,0.9488219476108902
48106_at,-0.28896774050934665,0.8416114202582047,0.9863214174385391
48117_at,2.7241144128311294,0.025930673912023163,0.948600772564969
48531_at,1.0432933460226335,0.36192072358901506,0.948600772564969
48580_at,0.08572932582930926,0.839380404097566,0.9863214174385391
49306_at,1.2019498561210133,0.4743913552155591,0.9492873982730167
49452_at,1.5379881902136034,0.22913122020900958,0.948600772564969
49485_at,-0.17786401793751033,0.939286131870912,0.995867581943372
50221_at,0.8973447795835363,0.4592116228676508,0.9492873982730167
50277_at,1.2611335281222642,0.2680746218924456,0.948600772564969
50314_i_at,-4.3590037578640235,0.035153756690891755,0.948600772564969
50374_at,0.5132966135265055,0.2381203605287831,0.948600772564969
50376_at,3.0396217578269793,0.07883174071426109,0.948600772564969
50400_at,1.560434360906159,0.18184333309918574,0.948600772564969
51158_at,-0.8907564355070167,0.5276251380531196,0.9520300649608303
51176_at,0.114959187650292,0.9231244425564944,0.9949180320684236
51192_at,1.6662465181794002,0.2189343385190048,0.948600772564969
51200_at,-0.9986948799187583,0.48243925271771515,0.9492873982730167
52005_at,0.3240261414039059,0.8080336208753292,0.9856142682651798
52159_at,-0.5853766845729362,0.21915316452540215,0.948600772564969
52164_at,0.3155457167998902,0.7940079255744287,0.9841478935310837
52169_at,0.5990853847227546,0.16314308558638063,0.948600772564969
52255_s_at,-0.6146421745111955,0.07536539522998563,0.948600772564969
52741_at,1.6534618113491073,0.3214686445393292,0.948600772564969
52837_at,-0.32186295967940537,0.8660866855576845,0.9888666180938733
52940_at,1.3676468291836459,0.35116145885625105,0.948600772564969
52975_at,0.07533719171167441,0.9588220252081916,0.9986277462677201
53071_s_at,0.6437032723465848,0.3154674572791368,0.948600772564969
53076_at,0.2061563706048684,0.8882583529004555,0.9912338460026431
53720_at,0.8654814263739538,0.5052285808720238,0.9512742218053178
53968_at,0.1972828473945029,0.5905425615471143,0.9553503121202062
53991_at,0.2778945354773703,0.8316408478585576,0.9863214174385391
54632_at,0.03592558043516386,0.9364774722449345,0.995867581943372
54970_at,1.1116699589270178,0.06908081175062014,0.948600772564969
55065_at,0.9137313211719937,0.44175390047437035,0.9492873982730167
55081_at,0.8281235111780643,0.4816561321454137,0.9492873982730167
55093_at,-0.0258076839431447,0.942564641756252,0.9962850223831481
55583_at,0.2313183115471737,0.9034012055439198,0.9926343235396763
55616_at,-0.097799828427997,0.8509446584593982,0.9864040460687703
55692_at,-0.707215372221804,0.628706752777996,0.9605785953242776
56197_at,-0.2302126161100292,0.8559761031871878,0.9870552060044544
56256_at,0.0211512548093703,0.9653841790836573,0.9988891300682974
56821_at,0.7596640435384334,0.5380049019145908,0.9520300649608303
56829_at,0.3027044758029185,0.6484979940655595,0.9641006574146568
57082_at,0.6686930626501959,0.5793527645648435,0.9539403247885356
57163_at,-0.8640540904698707,0.657197213886777,0.9644065294737315
57516_at,-0.012869857257649109,0.9796066746301,0.9991574919666397
57532_at,0.526652344595548,0.6777190716796639,0.967205862770452
57540_at,0.25498072130188365,0.6910160107497278,0.970312381670512
57588_at,-0.0904301081355367,0.8372985265835389,0.9863214174385391
57715_at,-0.3746555250830382,0.5721649776844868,0.9539403247885356
57739_at,0.6361106058668644,0.13005088734599024,0.948600772564969
58696_at,-0.44992956340325463,0.7428225745950408,0.9802538072351659
58916_at,0.4367795811709448,0.7454052745861458,0.9802538072351659
58994_at,1.6232239475360668,0.3150013213218952,0.948600772564969
59625_at,2.4286141992747403,0.05546598005328743,0.948600772564969
59631_at,-0.5773249913304004,0.18133579687475693,0.948600772564969
59697_at,-2.1419606256938573,0.07243791060229438,0.948600772564969
48612_at,-0.5050793431543004,0.2623104218509911,0.948600772564969
48659_at,0.09932710306271575,0.8690235048215118,0.9889598526581856
48808_at,-0.8771078617756825,0.048689993737617794,0.948600772564969
49049_at,0.13769429826616786,0.9375410034465419,0.995867581943372
49051_g_at,0.3307247471227759,0.812984959293422,0.9856142682651798
49077_at,0.14084458651013854,0.9070942775224073,0.9930988912701793
49329_at,-0.24777067872672975,0.7136395608132733,0.9746512385354918
51774_s_at,1.7800870003660174,0.12604362746559603,0.948600772564969
55872_at,0.6243841844302411,0.28416302875451716,0.948600772564969
58780_s_at,0.12087905603521854,0.9262460135051085,0.9949180320684236
58900_at,1.7842678120442992,0.13406619806337175,0.948600772564969
59375_at,0.4816461522282919,0.6973958773315381,0.9713388223668525
59433_at,0.3150341833695745,0.8695886263070584,0.9889599272127936
